PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"12495852","A tale of two C2 domains","Pallanck L.","Trends Neurosci. 2003 Jan;26(1):2-4. doi: 10.1016/s0166-2236(02)00007-3.","Pallanck L","Trends Neurosci","2003","2002/12/24","","","10.1016/s0166-2236(02)00007-3"
"11208670","Nicotinic receptors mediate the release of amino acid neurotransmitters in cultured cortical neurons","López E, Arce C, Vicente S, Oset-Gasque MJ, González MP.","Cereb Cortex. 2001 Feb;11(2):158-63. doi: 10.1093/cercor/11.2.158.","López E","Cereb Cortex","2001","2001/02/24","","","10.1093/cercor/11.2.158"
"2904238","[The inhibition of action. Interdisciplinary approach of its mechanisms and physiopathology]","Laborit H.","Ann Med Psychol (Paris). 1988 Jun;146(6):503-22.","Laborit H","Ann Med Psychol (Paris)","1988","1988/06/01","","",""
"19149640","The saphenous vein as a bypass conduit: the potential role of vascular nerves in graft performance","Dashwood MR, Loesch A.","Curr Vasc Pharmacol. 2009 Jan;7(1):47-57. doi: 10.2174/157016109787354132.","Dashwood MR","Curr Vasc Pharmacol","2009","2009/01/20","","","10.2174/157016109787354132"
"13932619","[Studies on the reactivity of Vater-Pacini corpuscles. I. Reactivity to neurohormones]","MALOFIEJEW M.","Acta Physiol Pol. 1962 Nov-Dec;13:755-64.","MALOFIEJEW M","Acta Physiol Pol","1962","1962/11/01","","",""
"18706773","The small intestine and irritable bowel syndrome (IBS): a batch process model","Dobson BC.","Med Hypotheses. 2008 Nov;71(5):781-7. doi: 10.1016/j.mehy.2008.06.015. Epub 2008 Aug 15.","Dobson BC","Med Hypotheses","2008","2008/08/19","","","10.1016/j.mehy.2008.06.015"
"7903190","The effects of periaqueductally injected transmitter antagonists on forebrain-elicited vocalization in the squirrel monkey","Jürgens U, Lu CL.","Eur J Neurosci. 1993 Jun 1;5(6):735-41. doi: 10.1111/j.1460-9568.1993.tb00537.x.","Jürgens U","Eur J Neurosci","1993","1993/06/01","","","10.1111/j.1460-9568.1993.tb00537.x"
"1646793","Biological basis of depression and therapeutic relevance","Richelson E.","J Clin Psychiatry. 1991 Jun;52 Suppl:4-10.","Richelson E","J Clin Psychiatry","1991","1991/06/01","","",""
"29685187","Why is vitamin B6 effective in alleviating the symptoms of autism?","Sato K.","Med Hypotheses. 2018 Jun;115:103-106. doi: 10.1016/j.mehy.2018.04.007. Epub 2018 Apr 12.","Sato K","Med Hypotheses","2018","2018/04/25","","","10.1016/j.mehy.2018.04.007"
"12415297","The molecular organization of cerebellar long-term depression","Ito M.","Nat Rev Neurosci. 2002 Nov;3(11):896-902. doi: 10.1038/nrn962.","Ito M","Nat Rev Neurosci","2002","2002/11/05","","","10.1038/nrn962"
"25394592","Chlorogenic acid alters the voltage-gated potassium channel currents of trigeminal ganglion neurons","Zhang YJ, Lu XW, Song N, Kou L, Wu MK, Liu F, Wang H, Shen JF.","Int J Oral Sci. 2014 Dec;6(4):233-40. doi: 10.1038/ijos.2014.58. Epub 2014 Nov 14.","Zhang YJ","Int J Oral Sci","2014","2014/11/15","PMC5153590","","10.1038/ijos.2014.58"
"23706961","Comparison of plasma and cerebrospinal fluid levels of neuroactive steroids with their brain, spinal cord and peripheral nerve levels in male and female rats","Caruso D, Pesaresi M, Abbiati F, Calabrese D, Giatti S, Garcia-Segura LM, Melcangi RC.","Psychoneuroendocrinology. 2013 Oct;38(10):2278-90. doi: 10.1016/j.psyneuen.2013.04.016. Epub 2013 May 21.","Caruso D","Psychoneuroendocrinology","2013","2013/05/28","","","10.1016/j.psyneuen.2013.04.016"
"242074","Self-inhibition by dopaminergic neurons","Groves PM, Wilson CJ, Young SJ, Rebec GV.","Science. 1975 Nov 7;190(4214):522-8. doi: 10.1126/science.242074.","Groves PM","Science","1975","1975/11/07","","","10.1126/science.242074"
"18634199","Orphan G protein-coupled receptors and novel neuropeptides. Introduction","Civelli O, Zhou QY.","Results Probl Cell Differ. 2008;46:v-vi.","Civelli O","Results Probl Cell Differ","2008","2008/07/19","","",""
"7662144","Mast cells: the neuroimmune connection","Williams RM, Bienenstock J, Stead RH.","Chem Immunol. 1995;61:208-35.","Williams RM","Chem Immunol","1995","1995/01/01","","",""
"6103660","Phenytoin: proposed mechanisms of anticonvulsant action","Woodbury DM.","Adv Neurol. 1980;27:447-71.","Woodbury DM","Adv Neurol","1980","1980/01/01","","",""
"26037","Pseudocyesis: a review","Murray JL, Abraham GE.","Obstet Gynecol. 1978 May;51(5):627-31. doi: 10.1097/00006250-197805000-00027.","Murray JL","Obstet Gynecol","1978","1978/05/01","","","10.1097/00006250-197805000-00027"
"15174","Narcotic cue and narcotic state","Colpaert FC.","Life Sci. 1977 Apr 1;20(7):1097-108. doi: 10.1016/0024-3205(77)90480-5.","Colpaert FC","Life Sci","1977","1977/04/01","","","10.1016/0024-3205(77)90480-5"
"15011408","[Drug induced dementia--anti-parkinsonian drugs]","Naito Y, Kuzuhara S.","Nihon Rinsho. 2004 Jan;62 Suppl:470-4.","Naito Y","Nihon Rinsho","2004","2004/03/12","","",""
"28188354","Simultaneous extraction and determination of monoamine neurotransmitters in human urine for clinical routine testing based on a dual functional solid phase extraction assisted by phenylboronic acid coupled with liquid chromatography-tandem mass spectrometry","Li XS, Li S, Kellermann G.","Anal Bioanal Chem. 2017 Apr;409(11):2859-2871. doi: 10.1007/s00216-017-0231-z. Epub 2017 Feb 10.","Li XS","Anal Bioanal Chem","2017","2017/02/12","","","10.1007/s00216-017-0231-z"
"12928507","Neuropsychological effects of chronic methamphetamine use on neurotransmitters and cognition: a review","Nordahl TE, Salo R, Leamon M.","J Neuropsychiatry Clin Neurosci. 2003 Summer;15(3):317-25. doi: 10.1176/jnp.15.3.317.","Nordahl TE","J Neuropsychiatry Clin Neurosci","2003","2003/08/21","","","10.1176/jnp.15.3.317"
"6128260","Introduction: comparative neurobiology of peptidergic systems","Strumwasser F.","Fed Proc. 1982 Nov;41(13):2919-22.","Strumwasser F","Fed Proc","1982","1982/11/01","","",""
"6104767","Sperm motility and calcium transport: a neurochemically controlled process","Nelson L, Young MJ, Gardner ME.","Life Sci. 1980 May 26;26(21):1739-49. doi: 10.1016/0024-3205(80)90573-1.","Nelson L","Life Sci","1980","1980/05/26","","","10.1016/0024-3205(80)90573-1"
"2900221","Dopaminergic stimulation of the immune reaction: interaction of serotoninergic and dopaminergic systems in neuroimmunomodulation","Devoino L, Alperina E, Idova G.","Int J Neurosci. 1988 Jun;40(3-4):271-88. doi: 10.3109/00207458808990716.","Devoino L","Int J Neurosci","1988","1988/06/01","","","10.3109/00207458808990716"
"15575797","The neurotransmitters of sleep","Siegel JM.","J Clin Psychiatry. 2004;65 Suppl 16:4-7.","Siegel JM","J Clin Psychiatry","2004","2004/12/04","","",""
"9263246","Histamine and the neuroregulation of food intake","Mercer LP.","Nutrition. 1997 Jun;13(6):581-2. doi: 10.1016/s0899-9007(97)00028-2.","Mercer LP","Nutrition","1997","1997/06/01","","","10.1016/s0899-9007(97)00028-2"
"13775903","The effect of carbon dioxide on neurohumoral and endocrine mechanisms","TENNEY SM.","Anesthesiology. 1960 Nov-Dec;21:674-85. doi: 10.1097/00000542-196011000-00011.","TENNEY SM","Anesthesiology","1960","1960/11/01","","","10.1097/00000542-196011000-00011"
"13638098","[Problem of neurohumoral effects on cell division processes]","STRELIN GS, KOZLOV VV.","Arkh Anat Gistol Embriol. 1959 Feb;36(2):3-21.","STRELIN GS","Arkh Anat Gistol Embriol","1959","1959/02/01","","",""
"6120831","Sex hormones and neurotransmitters as mediators for sexual differentiation of the brain","Dörner G.","Endokrinologie. 1981 Dec;78(2-3):129-38.","Dörner G","Endokrinologie","1981","1981/12/01","","",""
"19703504","Hydrogen sulfide: a novel signaling molecule in the central nervous system","Tan BH, Wong PT, Bian JS.","Neurochem Int. 2010 Jan;56(1):3-10. doi: 10.1016/j.neuint.2009.08.008. Epub 2009 Aug 22.","Tan BH","Neurochem Int","2010","2009/08/26","","","10.1016/j.neuint.2009.08.008"
"6108075","Transduction mechanisms in carotid body: glomus cells, putative neurotransmitters, and nerve endings","Eyzaguirre C, Fidone SJ.","Am J Physiol. 1980 Nov;239(5):C135-52. doi: 10.1152/ajpcell.1980.239.5.C135.","Eyzaguirre C","Am J Physiol","1980","1980/11/01","","","10.1152/ajpcell.1980.239.5.C135"
"2859852","Accumulation of inositol phosphates in sympathetic ganglia. Effects of depolarization and of amine and peptide neurotransmitters","Bone EA, Michell RH.","Biochem J. 1985 Apr 1;227(1):263-9. doi: 10.1042/bj2270263.","Bone EA","Biochem J","1985","1985/04/01","PMC1144835","","10.1042/bj2270263"
"6115102","5-Hydroxytryptamine-induced hypothermia in rats as an in vivo model for the quantitative study of 5-hydroxytryptamine receptors","Cox B, Lee TF.","J Pharmacol Methods. 1981 Jan;5(1):43-51. doi: 10.1016/0160-5402(81)90101-7.","Cox B","J Pharmacol Methods","1981","1981/01/01","","","10.1016/0160-5402(81)90101-7"
"17675244","Does neurotransmission impairment accompany aluminium neurotoxicity?","Gonçalves PP, Silva VS.","J Inorg Biochem. 2007 Sep;101(9):1291-338. doi: 10.1016/j.jinorgbio.2007.06.002. Epub 2007 Jun 12.","Gonçalves PP","J Inorg Biochem","2007","2007/08/07","","","10.1016/j.jinorgbio.2007.06.002"
"7542703","Malnutrition and the brain: changing concepts, changing concerns","Levitsky DA, Strupp BJ.","J Nutr. 1995 Aug;125(8 Suppl):2212S-2220S. doi: 10.1093/jn/125.suppl_8.2212S.","Levitsky DA","J Nutr","1995","1995/08/01","","","10.1093/jn/125.suppl_8.2212S"
"34673","Cholinergic features of photoreceptor synapses in Hermissenda","Heldman E, Grossman Y, Jerussi TP, Alkon DL.","J Neurophysiol. 1979 Jan;42(1 Pt 1):153-65. doi: 10.1152/jn.1979.42.1.153.","Heldman E","J Neurophysiol","1979","1979/01/01","","","10.1152/jn.1979.42.1.153"
"19102071","[Endogenous anticonvulsants: neuropeptide Y and delta sleep inducing peptide]","Stanojlović O, Hrncić D, Radosavljević T.","Med Pregl. 2008 May-Jun;61(5-6):252-5. doi: 10.2298/mpns0806252s.","Stanojlović O","Med Pregl","2008","2008/12/24","","","10.2298/mpns0806252s"
"7729355","[Dimensional approach to trans-nosographic study of psychotropic drugs]","Jouvent R.","Encephale. 1995 Feb;21 Spec No 1:39-43.","Jouvent R","Encephale","1995","1995/02/01","","",""
"26661180","The effects of therapeutic hypothermia on cerebral metabolism in neonates with hypoxic-ischemic encephalopathy: An in vivo 1H-MR spectroscopy study","Wisnowski JL, Wu TW, Reitman AJ, McLean C, Friedlich P, Vanderbilt D, Ho E, Nelson MD, Panigrahy A, Blüml S.","J Cereb Blood Flow Metab. 2016 Jun;36(6):1075-86. doi: 10.1177/0271678X15607881. Epub 2015 Oct 2.","Wisnowski JL","J Cereb Blood Flow Metab","2016","2015/12/15","PMC4908621","","10.1177/0271678X15607881"
"23662441","[Angiotensins as neuromodulators]","Kuśmirowska K, Kowalski A, Rebas E.","Postepy Biochem. 2012;58(4):478-84.","Kuśmirowska K","Postepy Biochem","2012","2013/05/14","","",""
"16235687","Abolition of spindle oscillations and 3-Hz absence seizurelike activity in the thalamus by using high-frequency stimulation: potential mechanism of action","Lee KH, Hitti FL, Shalinsky MH, Kim U, Leiter JC, Roberts DW.","J Neurosurg. 2005 Sep;103(3):538-45. doi: 10.3171/jns.2005.103.3.0538.","Lee KH","J Neurosurg","2005","2005/10/21","","","10.3171/jns.2005.103.3.0538"
"8099788","Selective breeding for alcohol preference and associated responses","Li TK, Lumeng L, Doolittle DP.","Behav Genet. 1993 Mar;23(2):163-70. doi: 10.1007/BF01067421.","Li TK","Behav Genet","1993","1993/03/01","","","10.1007/BF01067421"
"9798903","The family of Na+/Cl- neurotransmitter transporters","Nelson N.","J Neurochem. 1998 Nov;71(5):1785-803. doi: 10.1046/j.1471-4159.1998.71051785.x.","Nelson N","J Neurochem","1998","1998/11/03","","","10.1046/j.1471-4159.1998.71051785.x"
"19938901","New and investigational antiepileptic drugs","Striano P, Striano S.","Expert Opin Investig Drugs. 2009 Dec;18(12):1875-84. doi: 10.1517/13543780903369341.","Striano P","Expert Opin Investig Drugs","2009","2009/11/27","","","10.1517/13543780903369341"
"11858771","Minireview: microdialysis of the blood outflowing from the brain","Goraca A.","Endocr Regul. 2001 Dec;35(4):229-36.","Goraca A","Endocr Regul","2001","2002/02/23","","",""
"6147895","Immunological approaches to the nervous system","Reichardt LF.","Science. 1984 Sep 21;225(4668):1294-9. doi: 10.1126/science.6147895.","Reichardt LF","Science","1984","1984/09/21","","","10.1126/science.6147895"
"6102455","Abnormal gastrocolic response in patients with intestinal pseudo-obstruction","Snape WJ Jr, Sullivan MA, Cohen S.","Arch Intern Med. 1980 Mar;140(3):386-7.","Snape WJ Jr","Arch Intern Med","1980","1980/03/01","","",""
"22365983","Continuous de novo synthesis of neurosteroids is required for normal synaptic transmission and plasticity in the dentate gyrus of the rat hippocampus","Tanaka M, Sokabe M.","Neuropharmacology. 2012 Jun;62(7):2373-87. doi: 10.1016/j.neuropharm.2012.02.007. Epub 2012 Feb 17.","Tanaka M","Neuropharmacology","2012","2012/02/28","","","10.1016/j.neuropharm.2012.02.007"
"9788151","[Calcium waves as an intercellular signaling]","Furuya K.","Tanpakushitsu Kakusan Koso. 1998 Sep;43(12 Suppl):1547-54.","Furuya K","Tanpakushitsu Kakusan Koso","1998","1998/10/27","","",""
"1672522","[Studies by molecular and developmental biotechnology of biologically active peptides involved in blood pressure control and neurotransmission]","Nakanishi S.","Jikken Dobutsu. 1991 Jan;40(1):1-6. doi: 10.1538/expanim1978.40.1_1.","Nakanishi S","Jikken Dobutsu","1991","1991/01/01","","","10.1538/expanim1978.40.1_1"
"1978518","Distinctive aspects of cognitive dysfunction in Parkinson's disease","Growdon JH, Corkin S, Rosen TJ.","Adv Neurol. 1990;53:365-76.","Growdon JH","Adv Neurol","1990","1990/01/01","","",""
"2880332","Biological factors in prepubertal major depression","Puig-Antich J.","Pediatr Ann. 1986 Dec;15(12):867, 870-2, 873-4. doi: 10.3928/0090-4481-19861201-09.","Puig-Antich J","Pediatr Ann","1986","1986/12/01","","","10.3928/0090-4481-19861201-09"
"6143350","[New data on the morphologic structure of the human spinal medulla]","Schoenen J.","Rev Electroencephalogr Neurophysiol Clin. 1983 Dec;13(3):317-9. doi: 10.1016/s0370-4475(83)80045-8.","Schoenen J","Rev Electroencephalogr Neurophysiol Clin","1983","1983/12/01","","","10.1016/s0370-4475(83)80045-8"
"42630","The glutathione status of cells","Kosower NS, Kosower EM.","Int Rev Cytol. 1978;54:109-60. doi: 10.1016/s0074-7696(08)60166-7.","Kosower NS","Int Rev Cytol","1978","1978/01/01","","","10.1016/s0074-7696(08)60166-7"
"21530","Metabolism of phosphatidic acid and phosphatidylinositol in relation to transmitter release from synaptosomes","Hawthorne JN, Pickard MR.","Adv Exp Med Biol. 1977;83:419-27. doi: 10.1007/978-1-4684-3276-3_39.","Hawthorne JN","Adv Exp Med Biol","1977","1977/01/01","","","10.1007/978-1-4684-3276-3_39"
"4157279","Regulation of tryptophan and tyrosine hydroxylase","Lovenberg W, Victor SJ.","Life Sci. 1974 Jun 16;14(12):2337-53. doi: 10.1016/0024-3205(74)90130-1.","Lovenberg W","Life Sci","1974","1974/06/16","","","10.1016/0024-3205(74)90130-1"
"4149244","[Possible mechanism of regulation of the functions of mediators in the processes of pre-neural embryogenesis]","Buznikov GA, Zvezdina ND, Markova LN, Sorokin LV, Turpaev TM.","Zh Evol Biokhim Fiziol. 1973 Jul-Aug;9(4):335-40.","Buznikov GA","Zh Evol Biokhim Fiziol","1973","1973/07/01","","",""
"19102668","Treatment of schizophrenia in the 21st Century: beyond the neurotransmitter hypothesis","Rogers DP, Goldsmith CA.","Expert Rev Neurother. 2009 Jan;9(1):47-54. doi: 10.1586/14737175.9.1.47.","Rogers DP","Expert Rev Neurother","2009","2008/12/24","","","10.1586/14737175.9.1.47"
"6137788","Amino acid neurotransmitters and their pathways in the mammalian central nervous system","Fagg GE, Foster AC.","Neuroscience. 1983 Aug;9(4):701-19. doi: 10.1016/0306-4522(83)90263-4.","Fagg GE","Neuroscience","1983","1983/08/01","","","10.1016/0306-4522(83)90263-4"
"14978515","Agmatine signaling: odds and threads","Berkels R, Taubert D, Gründemann D, Schömig E.","Cardiovasc Drug Rev. 2004 Spring;22(1):7-16. doi: 10.1111/j.1527-3466.2004.tb00128.x.","Berkels R","Cardiovasc Drug Rev","2004","2004/02/24","","","10.1111/j.1527-3466.2004.tb00128.x"
"7901950","[The intraorganic complex of bioamine supply (ICBS) to the ovaries: its component elements and their cooperation]","Dindiaev SV, Pogorelov IuV.","Usp Fiziol Nauk. 1993 Oct-Dec;24(4):71-8.","Dindiaev SV","Usp Fiziol Nauk","1993","1993/10/01","","",""
"8100111","Regulatory peptides in the human larynx and recurrent nerves","Hauser-Kronberger C, Albegger K, Saria A, Hacker GW.","Acta Otolaryngol. 1993 May;113(3):409-13. doi: 10.3109/00016489309135836.","Hauser-Kronberger C","Acta Otolaryngol","1993","1993/05/01","","","10.3109/00016489309135836"
"1975452","Dendritic excitation by glutamate in CA1 hippocampal cells","Hvalby O.","Prog Brain Res. 1990;83:131-9. doi: 10.1016/s0079-6123(08)61246-7.","Hvalby O","Prog Brain Res","1990","1990/01/01","","","10.1016/s0079-6123(08)61246-7"
"38724","Muscular dystrophy in the mouse: neuromuscular transmission and the concept of functional denervation","Harris JB, Ribchester RR.","Ann N Y Acad Sci. 1979;317:152-70. doi: 10.1111/j.1749-6632.1979.tb56522.x.","Harris JB","Ann N Y Acad Sci","1979","1979/01/01","","","10.1111/j.1749-6632.1979.tb56522.x"
"7905489","The multiple interactional biological processes that might lead to depression and gender differences in its appearance","Halbreich U, Lumley LA.","J Affect Disord. 1993 Oct-Nov;29(2-3):159-73. doi: 10.1016/0165-0327(93)90030-n.","Halbreich U","J Affect Disord","1993","1993/10/01","","","10.1016/0165-0327(93)90030-n"
"16478532","Absence of synapsin I and II is accompanied by decreases in vesicular transport of specific neurotransmitters","Bogen IL, Boulland JL, Mariussen E, Wright MS, Fonnum F, Kao HT, Walaas SI.","J Neurochem. 2006 Mar;96(5):1458-66. doi: 10.1111/j.1471-4159.2005.03636.x.","Bogen IL","J Neurochem","2006","2006/02/16","","","10.1111/j.1471-4159.2005.03636.x"
"22608636","Cognitive impairment in schizophrenia: profile, course, and neurobiological determinants","Harvey PD.","Handb Clin Neurol. 2012;106:433-45. doi: 10.1016/B978-0-444-52002-9.00025-5.","Harvey PD","Handb Clin Neurol","2012","2012/05/22","","","10.1016/B978-0-444-52002-9.00025-5"
"23922","High levels of beta-alanine associated with the cholinergic neurones of Torpedo marmorata electric lobe","Davies LP, Dowe GH.","Comp Biochem Physiol C Comp Pharmacol. 1977;58(2C):111-2. doi: 10.1016/0306-4492(77)90089-2.","Davies LP","Comp Biochem Physiol C Comp Pharmacol","1977","1977/01/01","","","10.1016/0306-4492(77)90089-2"
"9017200","The binomial model in fluctuation analysis of quantal neurotransmitter release","Quastel DM.","Biophys J. 1997 Feb;72(2 Pt 1):728-53. doi: 10.1016/s0006-3495(97)78709-5.","Quastel DM","Biophys J","1997","1997/02/01","PMC1185598","","10.1016/s0006-3495(97)78709-5"
"36950","Amino acid transmitter candidates of the rat olfactory cortex [proceedings]","Collins GG.","Br J Pharmacol. 1979 May;66(1):109P-110P.","Collins GG","Br J Pharmacol","1979","1979/05/01","PMC2043842","",""
"19207828","Extremely different behaviours in high and low body weight lines of chicken are associated with differential expression of genes involved in neuronal plasticity","Ka S, Lindberg J, Strömstedt L, Fitzsimmons C, Lindqvist N, Lundeberg J, Siegel PB, Andersson L, Hallböök F.","J Neuroendocrinol. 2009 Mar;21(3):208-16. doi: 10.1111/j.1365-2826.2009.01819.x. Epub 2009 Jan 15.","Ka S","J Neuroendocrinol","2009","2009/02/12","","","10.1111/j.1365-2826.2009.01819.x"
"9697848","Neuronal calcium signaling","Berridge MJ.","Neuron. 1998 Jul;21(1):13-26. doi: 10.1016/s0896-6273(00)80510-3.","Berridge MJ","Neuron","1998","1998/08/11","","","10.1016/s0896-6273(00)80510-3"
"8099510","Metabolic disorders and neurotoxicology","Turnbull DM.","Curr Opin Neurol Neurosurg. 1993 Jun;6(3):411-3.","Turnbull DM","Curr Opin Neurol Neurosurg","1993","1993/06/01","","",""
"27062256","Differences in neurotransmitter systems of ventrolateral periaqueductal gray between the micturition reflex and nociceptive regulation: An in vivo microdialysis study","Kitta T, Mitsui T, Kanno Y, Chiba H, Moriya K, Yoshioka M, Shinohara N.","Int J Urol. 2016 Jul;23(7):593-8. doi: 10.1111/iju.13096. Epub 2016 Apr 8.","Kitta T","Int J Urol","2016","2016/04/11","","","10.1111/iju.13096"
"16360292","Ontogeny of the human central nervous system: what is happening when?","de Graaf-Peters VB, Hadders-Algra M.","Early Hum Dev. 2006 Apr;82(4):257-66. doi: 10.1016/j.earlhumdev.2005.10.013. Epub 2005 Dec 19.","de Graaf-Peters VB","Early Hum Dev","2006","2005/12/20","","","10.1016/j.earlhumdev.2005.10.013"
"17499817","Experience-dependent changes in NMDA receptor composition at mature central synapses","Kopp C, Longordo F, Lüthi A.","Neuropharmacology. 2007 Jul;53(1):1-9. doi: 10.1016/j.neuropharm.2007.03.014. Epub 2007 Apr 4.","Kopp C","Neuropharmacology","2007","2007/05/15","","","10.1016/j.neuropharm.2007.03.014"
"10396616","Synaptic mechanisms of bipolar cell terminals","Matthews G.","Vision Res. 1999 Jul;39(15):2469-76. doi: 10.1016/s0042-6989(98)00249-1.","Matthews G","Vision Res","1999","1999/07/09","","","10.1016/s0042-6989(98)00249-1"
"19501951","Quantitative investigations of amperometric spike feet suggest different controlling factors of the fusion pore in exocytosis at chromaffin cells","Amatore C, Arbault S, Bonifas I, Guille M.","Biophys Chem. 2009 Aug;143(3):124-31. doi: 10.1016/j.bpc.2009.04.007. Epub 2009 May 3.","Amatore C","Biophys Chem","2009","2009/06/09","","","10.1016/j.bpc.2009.04.007"
"18602988","Cell signaling in interstitial cystitis/painful bladder syndrome","Keay S.","Cell Signal. 2008 Dec;20(12):2174-9. doi: 10.1016/j.cellsig.2008.06.004. Epub 2008 Jun 19.","Keay S","Cell Signal","2008","2008/07/08","","","10.1016/j.cellsig.2008.06.004"
"7509492","GABA and glycine in retinal amacrine cells: combined Golgi impregnation and immunocytochemistry","Sherry DM, Yazulla S.","Philos Trans R Soc Lond B Biol Sci. 1993 Dec 29;342(1302):295-320. doi: 10.1098/rstb.1993.0161.","Sherry DM","Philos Trans R Soc Lond B Biol Sci","1993","1993/12/29","","","10.1098/rstb.1993.0161"
"8095476","Sulphur-containing excitatory amino acids in intercellular communication","Cuénod M, Grandes P, Zängerle L, Streit P, Do KQ.","Biochem Soc Trans. 1993 Feb;21(1):72-7. doi: 10.1042/bst0210072.","Cuénod M","Biochem Soc Trans","1993","1993/02/01","","","10.1042/bst0210072"
"22045376","Anti-epileptic drugs","Howard P, Twycross R, Shuster J, Mihalyo M, Rémi J, Wilcock A.","J Pain Symptom Manage. 2011 Nov;42(5):788-804. doi: 10.1016/j.jpainsymman.2011.10.007.","Howard P","J Pain Symptom Manage","2011","2011/11/03","","","10.1016/j.jpainsymman.2011.10.007"
"1981495","The effect of prenatal exposure to methadone on neurotransmitters in neonatal rats","Guo HZ, Enters EK, McDowell KP, Robinson SE.","Brain Res Dev Brain Res. 1990 Dec 15;57(2):296-8. doi: 10.1016/0165-3806(90)90056-5.","Guo HZ","Brain Res Dev Brain Res","1990","1990/12/15","","","10.1016/0165-3806(90)90056-5"
"15303627","Positron emission tomography--a tool for identifying the effects of alcohol dependence on the brain","Wong DF, Maini A, Rousset OG, Brasić JR.","Alcohol Res Health. 2003;27(2):161-73.","Wong DF","Alcohol Res Health","2003","2004/08/12","PMC6668888","",""
"10065877","The regulation of neurotransmitter secretion by protein kinase C","Vaughan PF, Walker JH, Peers C.","Mol Neurobiol. 1998 Oct;18(2):125-55. doi: 10.1007/BF02914269.","Vaughan PF","Mol Neurobiol","1998","1999/03/05","","","10.1007/BF02914269"
"27142709","Cosmeceuticals: peptides, proteins, and growth factors","Husein El Hadmed H, Castillo RF.","J Cosmet Dermatol. 2016 Dec;15(4):514-519. doi: 10.1111/jocd.12229. Epub 2016 May 3.","Husein El Hadmed H","J Cosmet Dermatol","2016","2016/05/05","","","10.1111/jocd.12229"
"24773872","Relationship between nighttime blood pressure, the renin-angiotensin system, and melatonin","Dominguez-Rodriguez A, Abreu-Gonzalez P.","Rev Esp Cardiol (Engl Ed). 2013 Oct;66(10):831-2. doi: 10.1016/j.rec.2013.06.002. Epub 2013 Jul 30.","Dominguez-Rodriguez A","Rev Esp Cardiol (Engl Ed)","2013","2014/04/30","","","10.1016/j.rec.2013.06.002"
"15003622","Vesicle turnover in developing neurons: how to build a presynaptic terminal","Matteoli M, Coco S, Schenk U, Verderio C.","Trends Cell Biol. 2004 Mar;14(3):133-40. doi: 10.1016/j.tcb.2004.01.007.","Matteoli M","Trends Cell Biol","2004","2004/03/09","","","10.1016/j.tcb.2004.01.007"
"9057794","Neurohumoral mechanisms in rheumatoid arthritis","Baerwald CG, Panayi GS.","Scand J Rheumatol. 1997;26(1):1-3. doi: 10.3109/03009749709065656.","Baerwald CG","Scand J Rheumatol","1997","1997/01/01","","","10.3109/03009749709065656"
"1362483","[Endogenous humoral regulators directly before an operation]","Gimmel'farb GN, Beletskaia NV.","Anesteziol Reanimatol. 1992 Jul-Aug;(4):19-22.","Gimmel'farb GN","Anesteziol Reanimatol","1992","1992/07/01","","",""
"1708535","Do calcium channel classifications account for neuronal calcium channel diversity?","Swandulla D, Carbone E, Lux HD.","Trends Neurosci. 1991 Feb;14(2):46-51. doi: 10.1016/0166-2236(91)90018-p.","Swandulla D","Trends Neurosci","1991","1991/02/01","","","10.1016/0166-2236(91)90018-p"
"4152118","Neurochemical bases of defensive behavior in animals","Romaniuk A.","Acta Neurobiol Exp (Wars). 1974;34(1):205-14.","Romaniuk A","Acta Neurobiol Exp (Wars)","1974","1974/01/01","","",""
"7505856","How neurotransmitters affect axoplasmic transport?","Takenaka T, Kawakami T, Bandou Y, Hikawa N, Gotoh H.","Jpn J Physiol. 1993;43 Suppl 1:S205-7.","Takenaka T","Jpn J Physiol","1993","1993/01/01","","",""
"1977357","The problem with autoreceptors","Kalsner S.","Ann N Y Acad Sci. 1990;604:414-38. doi: 10.1111/j.1749-6632.1990.tb32009.x.","Kalsner S","Ann N Y Acad Sci","1990","1990/01/01","","","10.1111/j.1749-6632.1990.tb32009.x"
"6132515","The role of receptors in the action of antiepileptic drugs","Airaksinen MM.","Acta Neurol Scand Suppl. 1983;93:31-46.","Airaksinen MM","Acta Neurol Scand Suppl","1983","1983/01/01","","",""
"6103664","Epilepsy and antiepileptic drugs: a speculative synthesis","Roberts E.","Adv Neurol. 1980;27:667-713.","Roberts E","Adv Neurol","1980","1980/01/01","","",""
"236945","The effect of neurotransmitter release upon phospholipid composition and fatty acid turnover in synaptic vesicles of Torpedo marmorata electric organ and guinea-pig cerebral cortex","Baker RR, Dowdall MJ, Whittaker VP.","Biochem Soc Trans. 1975;3(2):263-5. doi: 10.1042/bst0030263.","Baker RR","Biochem Soc Trans","1975","1975/01/01","","","10.1042/bst0030263"
"9658492","[Medical treatment of Alzheimer's disease]","López-Pousa S, Serra-Mestres J.","Rev Neurol. 1998 Jun;26(154):1054-60.","López-Pousa S","Rev Neurol","1998","1998/07/11","","",""
